FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid-25a4c101_1886049a808_-42,5334002,2055,Joseph-von-Görres-Straße
strassennamen.fid-25a4c101_1886049a808_-41,5334002,2058,Jülicher Straße
strassennamen.fid-25a4c101_1886049a808_-40,5334002,2063,Kasinostraße
strassennamen.fid-25a4c101_1886049a808_-3f,5334002,2065,Katharinenstraße
strassennamen.fid-25a4c101_1886049a808_-3e,5334002,2067,Krefelder Straße
strassennamen.fid-25a4c101_1886049a808_-3d,5334002,2070,Kronenberg
strassennamen.fid-25a4c101_1886049a808_-3c,5334002,2072,Krugenofen
strassennamen.fid-25a4c101_1886049a808_-3b,5334002,2076,Lochnerstraße
strassennamen.fid-25a4c101_1886049a808_-3a,5334002,2078,Lothringerstraße
strassennamen.fid-25a4c101_1886049a808_-39,5334002,2080,Ludwigsallee
strassennamen.fid-25a4c101_1886049a808_-38,5334002,2082,Lütticher Straße
strassennamen.fid-25a4c101_1886049a808_-37,5334002,2085,Luisenstraße
strassennamen.fid-25a4c101_1886049a808_-36,5334002,2087,Maria-Theresia-Allee
strassennamen.fid-25a4c101_1886049a808_-35,5334002,2089,Melatener Straße
strassennamen.fid-25a4c101_1886049a808_-34,5334002,2091,Monschauer Straße
strassennamen.fid-25a4c101_1886049a808_-33,5334002,2095,Ottostraße
strassennamen.fid-25a4c101_1886049a808_-32,5334002,2097,Passstraße
strassennamen.fid-25a4c101_1886049a808_-31,5334002,2099,Peliserkerstraße
strassennamen.fid-25a4c101_1886049a808_-30,5334002,2101,Pontstraße
strassennamen.fid-25a4c101_1886049a808_-2f,5334002,2105,Reinhardstraße
strassennamen.fid-25a4c101_1886049a808_-2e,5334002,2107,Reumontstraße
strassennamen.fid-25a4c101_1886049a808_-2d,5334002,2109,Rochusstraße
strassennamen.fid-25a4c101_1886049a808_-2c,5334002,2111,Rolandstraße
strassennamen.fid-25a4c101_1886049a808_-2b,5334002,2115,Rudolfstraße
strassennamen.fid-25a4c101_1886049a808_-2a,5334002,2117,Sedanstraße
strassennamen.fid-25a4c101_1886049a808_-29,5334002,2119,Stolberger Straße
strassennamen.fid-25a4c101_1886049a808_-28,5334002,2121,Templergraben
strassennamen.fid-25a4c101_1886049a808_-27,5334002,2123,Trierer Straße
strassennamen.fid-25a4c101_1886049a808_-26,5334002,2126,Turmstraße
strassennamen.fid-25a4c101_1886049a808_-25,5334002,2128,Turpinstraße
strassennamen.fid-25a4c101_1886049a808_-24,5334002,2130,Vaalser Straße
strassennamen.fid-25a4c101_1886049a808_-23,5334002,2132,Viktoriastraße
strassennamen.fid-25a4c101_1886049a808_-22,5334002,2135,Zeppelinstraße
strassennamen.fid-25a4c101_1886049a808_-21,5334002,2137,Pariser Ring
strassennamen.fid-25a4c101_1886049a808_-20,5334002,2141,An der Nikolauskirche
strassennamen.fid-25a4c101_1886049a808_-1f,5334002,2147,Trautnerstraße
strassennamen.fid-25a4c101_1886049a808_-1e,5334002,2148,Hoffmannallee
strassennamen.fid-25a4c101_1886049a808_-1d,5334002,2201,Hexenberg
strassennamen.fid-25a4c101_1886049a808_-1c,5334002,2202,Maastrichter Straße
strassennamen.fid-25a4c101_1886049a808_-1b,5334002,2203,Merkesdellweg
strassennamen.fid-25a4c101_1886049a808_-1a,5334002,2204,Stachelkreuzweg
strassennamen.fid-25a4c101_1886049a808_-19,5334002,2205,Dornbruchweg
strassennamen.fid-25a4c101_1886049a808_-18,5334002,2206,Brückchenweg
strassennamen.fid-25a4c101_1886049a808_-17,5334002,2207,Büfferweg
strassennamen.fid-25a4c101_1886049a808_-16,5334002,2208,Jacques-Königstein-Promenade
strassennamen.fid-25a4c101_1886049a808_-15,5334002,2209,Segnistraße
strassennamen.fid-25a4c101_1886049a808_-14,5334002,2210,Rahrfeldweg
strassennamen.fid-25a4c101_1886049a808_-13,5334002,2211,Siederstraße
strassennamen.fid-25a4c101_1886049a808_-12,5334002,2212,Wilmersdorfer Straße
strassennamen.fid-25a4c101_1886049a808_-11,5334002,2213,Lotharstraße
strassennamen.fid-25a4c101_1886049a808_-10,5334002,2214,Tempelhofer Straße
strassennamen.fid-25a4c101_1886049a808_-f,5334002,2215,Ritterstraße
strassennamen.fid-25a4c101_1886049a808_-e,5334002,2216,Herderstraße
strassennamen.fid-25a4c101_1886049a808_-d,5334002,2217,Monnetweg
strassennamen.fid-25a4c101_1886049a808_-c,5334002,2218,Lukasstraße
strassennamen.fid-25a4c101_1886049a808_-b,5334002,2219,Hermann-Heusch-Platz
strassennamen.fid-25a4c101_1886049a808_-a,5334002,2220,Emmi-Welter-Straße
strassennamen.fid-25a4c101_1886049a808_-9,5334002,2221,Madrider Ring
strassennamen.fid-25a4c101_1886049a808_-8,5334002,2222,Goldammerweg
strassennamen.fid-25a4c101_1886049a808_-7,5334002,2223,Wolfsschluchtweg
strassennamen.fid-25a4c101_1886049a808_-6,5334002,2224,Kuckhoffstraße
strassennamen.fid-25a4c101_1886049a808_-5,5334002,2225,Synagogenplatz
strassennamen.fid-25a4c101_1886049a808_-4,5334002,2226,Drei-Rosen-Winkel
strassennamen.fid-25a4c101_1886049a808_-3,5334002,2227,Brandenburgweg
strassennamen.fid-25a4c101_1886049a808_-2,5334002,2228,Philipsstraße
strassennamen.fid-25a4c101_1886049a808_-1,5334002,2229,Eckertweg
strassennamen.fid-25a4c101_1886049a808_0,5334002,2230,Aachener-und-Münchener-Allee
strassennamen.fid-25a4c101_1886049a808_1,5334002,2231,Mattschö-Moll-Weg
strassennamen.fid-25a4c101_1886049a808_2,5334002,2232,Anton-Kurze-Allee
strassennamen.fid-25a4c101_1886049a808_3,5334002,2233,Goffartstraße
strassennamen.fid-25a4c101_1886049a808_4,5334002,2234,Professor-Beltz-Weg
strassennamen.fid-25a4c101_1886049a808_5,5334002,2235,Johannes-Ernst-Platz
strassennamen.fid-25a4c101_1886049a808_6,5334002,2236,Rudolf-Schwarz-Weg
strassennamen.fid-25a4c101_1886049a808_7,5334002,2237,Willy-Brandt-Platz
strassennamen.fid-25a4c101_1886049a808_8,5334002,2238,Bischof-Hemmerle-Weg
strassennamen.fid-25a4c101_1886049a808_9,5334002,2239,Anna-Sittarz-Platz
strassennamen.fid-25a4c101_1886049a808_a,5334002,2240,Ungarnplatz
strassennamen.fid-25a4c101_1886049a808_b,5334002,2241,Bastogne City
strassennamen.fid-25a4c101_1886049a808_c,5334002,2242,Elsternweg
strassennamen.fid-25a4c101_1886049a808_d,5334002,2243,Heinrich-Hollands-Straße
strassennamen.fid-25a4c101_1886049a808_e,5334002,2244,Hans-Stercken-Platz
strassennamen.fid-25a4c101_1886049a808_f,5334002,2245,Hans-von-Reutlingen-Gasse
strassennamen.fid-25a4c101_1886049a808_10,5334002,2246,Alter Posthof
strassennamen.fid-25a4c101_1886049a808_11,5334002,2247,Johannes-Paul-II.-Straße
strassennamen.fid-25a4c101_1886049a808_12,5334002,2248,An der Glashütte
strassennamen.fid-25a4c101_1886049a808_13,5334002,2501,Arensgasse
strassennamen.fid-25a4c101_1886049a808_14,5334002,2502,Rindsbergweg
strassennamen.fid-25a4c101_1886049a808_15,5334002,2503,Am Forsthaus
strassennamen.fid-25a4c101_1886049a808_16,5334002,2504,Sigsfeldstraße
strassennamen.fid-25a4c101_1886049a808_17,5334002,2505,Am Hoerfeld
strassennamen.fid-25a4c101_1886049a808_18,5334002,2506,Am Pannes
strassennamen.fid-25a4c101_1886049a808_19,5334002,2507,Am Rollefer Berg
strassennamen.fid-25a4c101_1886049a808_1a,5334002,2509,Brander Heide
strassennamen.fid-25a4c101_1886049a808_1b,5334002,2510,Auf der Ell
strassennamen.fid-25a4c101_1886049a808_1c,5334002,2514,Birkenstraße
strassennamen.fid-25a4c101_1886049a808_1d,5334002,2515,Buchenheck
strassennamen.fid-25a4c101_1886049a808_1e,5334002,2516,Buschstraße
strassennamen.fid-25a4c101_1886049a808_1f,5334002,2517,Deltourserb
strassennamen.fid-25a4c101_1886049a808_20,5334002,2518,Donatusstraße
strassennamen.fid-25a4c101_1886049a808_21,5334002,2519,Dr.-Josef-Lamby-Straße
strassennamen.fid-25a4c101_1886049a808_22,5334002,2520,Eckenerstraße
strassennamen.fid-25a4c101_1886049a808_23,5334002,2521,Eilendorfer Straße
strassennamen.fid-25a4c101_1886049a808_24,5334002,2522,Ellerstraße
strassennamen.fid-25a4c101_1886049a808_25,5334002,2523,Erberichshofstraße
strassennamen.fid-25a4c101_1886049a808_26,5334002,2524,Erftstraße
strassennamen.fid-25a4c101_1886049a808_27,5334002,2525,Freunder Heideweg
strassennamen.fid-25a4c101_1886049a808_28,5334002,2526,Röhrigstraße
strassennamen.fid-25a4c101_1886049a808_29,5334002,2527,Goertzbrunnstraße
strassennamen.fid-25a4c101_1886049a808_2a,5334002,2528,Jackstraße
strassennamen.fid-25a4c101_1886049a808_2b,5334002,2529,Grachtstraße
strassennamen.fid-25a4c101_1886049a808_2c,5334002,2531,Heidestraße
strassennamen.fid-25a4c101_1886049a808_2d,5334002,2532,Hermann-Löns-Straße
strassennamen.fid-25a4c101_1886049a808_2e,5334002,2533,Hochstraße
strassennamen.fid-25a4c101_1886049a808_2f,5334002,2534,Hubertusweg
strassennamen.fid-25a4c101_1886049a808_30,5334002,2535,Im Brander Feld
strassennamen.fid-25a4c101_1886049a808_31,5334002,2536,Im Tannengrund
strassennamen.fid-25a4c101_1886049a808_32,5334002,2537,Im Wiesengrund
strassennamen.fid-25a4c101_1886049a808_33,5334002,2538,In den Heimstätten
strassennamen.fid-25a4c101_1886049a808_34,5334002,2539,Jägerspfad
strassennamen.fid-25a4c101_1886049a808_35,5334002,2540,Josefsallee
strassennamen.fid-25a4c101_1886049a808_36,5334002,2542,Karl-Kuck-Straße
strassennamen.fid-25a4c101_1886049a808_37,5334002,2543,Katzensteinweg
strassennamen.fid-25a4c101_1886049a808_38,5334002,2544,Kirchheidstraße
strassennamen.fid-25a4c101_1886049a808_39,5334002,2545,Donatusplatz
strassennamen.fid-25a4c101_1886049a808_3a,5334002,2546,Kleinbahnstraße
strassennamen.fid-25a4c101_1886049a808_3b,5334002,2547,Kolpingstraße
strassennamen.fid-25a4c101_1886049a808_3c,5334002,2548,Komericher Weg
strassennamen.fid-25a4c101_1886049a808_3d,5334002,2549,Krauthausener Straße
strassennamen.fid-25a4c101_1886049a808_3e,5334002,2550,Marktplatz
strassennamen.fid-25a4c101_1886049a808_3f,5334002,2551,Marktstraße
strassennamen.fid-25a4c101_1886049a808_40,5334002,2553,Niederforstbacher Straße
strassennamen.fid-25a4c101_1886049a808_41,5334002,2554,Nordstraße
strassennamen.fid-25a4c101_1886049a808_42,5334002,2555,Pützgasse
strassennamen.fid-25a4c101_1886049a808_43,5334002,2556,Richard-Wagner-Straße
strassennamen.fid-25a4c101_1886049a808_44,5334002,2557,Ringstraße
strassennamen.fid-25a4c101_1886049a808_45,5334002,2558,Rollefstraße
strassennamen.fid-25a4c101_1886049a808_46,5334002,2559,Sebastianusweg
strassennamen.fid-25a4c101_1886049a808_47,5334002,2560,Brahmsstraße
strassennamen.fid-25a4c101_1886049a808_48,5334002,2561,Schroufstraße
strassennamen.fid-25a4c101_1886049a808_49,5334002,2562,Rollefbachweg
strassennamen.fid-25a4c101_1886049a808_4a,5334002,2563,Freunder Landstraße
strassennamen.fid-25a4c101_1886049a808_4b,5334002,2566,Vennblick
strassennamen.fid-25a4c101_1886049a808_4c,5334002,2567,Vinzenzstraße
strassennamen.fid-25a4c101_1886049a808_4d,5334002,2568,Weiern
strassennamen.fid-25a4c101_1886049a808_4e,5334002,2569,Wendelinstraße
strassennamen.fid-25a4c101_1886049a808_4f,5334002,2570,Wolferskaul
strassennamen.fid-25a4c101_1886049a808_50,5334002,2571,Zehntstraße
strassennamen.fid-25a4c101_1886049a808_51,5334002,2572,Am Reulert
strassennamen.fid-25a4c101_1886049a808_52,5334002,2573,Georgstraße
strassennamen.fid-25a4c101_1886049a808_53,5334002,2574,Albert-Schweitzer-Straße
strassennamen.fid-25a4c101_1886049a808_54,5334002,2575,Indeweg
strassennamen.fid-25a4c101_1886049a808_55,5334002,2576,Am Finkenschlag
strassennamen.fid-25a4c101_1886049a808_56,5334002,2577,Amselweg
strassennamen.fid-25a4c101_1886049a808_57,5334002,2578,Am Tiergarten
strassennamen.fid-25a4c101_1886049a808_58,5334002,2580,Benediktusstraße
strassennamen.fid-25a4c101_1886049a808_59,5334002,2581,Drosselpfad
strassennamen.fid-25a4c101_1886049a808_5a,5334002,2582,Eschenallee
strassennamen.fid-25a4c101_1886049a808_5b,5334002,2583,Fuchspfad
strassennamen.fid-25a4c101_1886049a808_5c,5334002,2585,Hamsterweg
strassennamen.fid-25a4c101_1886049a808_5d,5334002,2587,Wolfsacker
strassennamen.fid-25a4c101_1886049a808_5e,5334002,2588,Eichelhäherweg
strassennamen.fid-25a4c101_1886049a808_5f,5334002,2590,Im Kollenbruch
strassennamen.fid-25a4c101_1886049a808_60,5334002,2591,Im Krähenfeld
strassennamen.fid-25a4c101_1886049a808_61,5334002,2592,Kitzenpfad
strassennamen.fid-25a4c101_1886049a808_62,5334002,2594,Wirtzstraße
strassennamen.fid-25a4c101_1886049a808_63,5334002,2595,Bonhoefferstraße
strassennamen.fid-25a4c101_1886049a808_64,5334002,2596,Zehntweg
strassennamen.fid-25a4c101_1886049a808_65,5334002,2597,Walkweg
strassennamen.fid-25a4c101_1886049a808_66,5334002,2598,Starenweg
strassennamen.fid-25a4c101_1886049a808_67,5334002,2601,Ulmenstraße
strassennamen.fid-25a4c101_1886049a808_68,5334002,2602,Am Bach
strassennamen.fid-25a4c101_1886049a808_69,5334002,2603,Am Bayerhaus
strassennamen.fid-25a4c101_1886049a808_6a,5334002,2604,Am Bongard
strassennamen.fid-25a4c101_1886049a808_6b,5334002,2606,Debyestraße
strassennamen.fid-25a4c101_1886049a808_6c,5334002,2607,Am Tunnel
strassennamen.fid-25a4c101_1886049a808_6d,5334002,2608,Urbanstraße
strassennamen.fid-25a4c101_1886049a808_6e,5334002,2610,Apolloniastraße
strassennamen.fid-25a4c101_1886049a808_6f,5334002,2612,Auf dem Foerbrich
strassennamen.fid-25a4c101_1886049a808_70,5334002,2613,Auf dem Juch
strassennamen.fid-25a4c101_1886049a808_71,5334002,2614,Hansmannstraße
strassennamen.fid-25a4c101_1886049a808_72,5334002,2615,Birkstraße
strassennamen.fid-25a4c101_1886049a808_73,5334002,2616,Brander Straße
strassennamen.fid-25a4c101_1886049a808_74,5334002,2618,Brückstraße
strassennamen.fid-25a4c101_1886049a808_75,5334002,2620,Bruchstraße
strassennamen.fid-25a4c101_1886049a808_76,5334002,2623,Forster Straße
strassennamen.fid-25a4c101_1886049a808_77,5334002,2625,Freunder Straße
strassennamen.fid-25a4c101_1886049a808_78,5334002,2626,Friedrich-Wilhelm-Straße
strassennamen.fid-25a4c101_1886049a808_79,5334002,2627,Galmeistraße
strassennamen.fid-25a4c101_1886049a808_7a,5334002,2628,Grubenstraße
strassennamen.fid-25a4c101_1886049a808_7b,5334002,2630,Gut Weide
strassennamen.fid-25a4c101_1886049a808_7c,5334002,2633,Haarhofstraße
strassennamen.fid-25a4c101_1886049a808_7d,5334002,2634,Halfendriesch
strassennamen.fid-25a4c101_1886049a808_7e,5334002,2635,Heckstraße
strassennamen.fid-25a4c101_1886049a808_7f,5334002,2636,Betzelterstraße
strassennamen.fid-25a4c101_1886049a808_80,5334002,2637,Herrenbergstraße
strassennamen.fid-25a4c101_1886049a808_81,5334002,2638,Kalkbergstraße
strassennamen.fid-25a4c101_1886049a808_82,5334002,2639,Im Ellerbruch
strassennamen.fid-25a4c101_1886049a808_83,5334002,2640,Johannesstraße
strassennamen.fid-25a4c101_1886049a808_84,5334002,2641,Josefstraße
strassennamen.fid-25a4c101_1886049a808_85,5334002,2642,Kaiserstraße
strassennamen.fid-25a4c101_1886049a808_86,5334002,2643,Apolloniaweg
strassennamen.fid-25a4c101_1886049a808_87,5334002,2644,Karlstraße
strassennamen.fid-25a4c101_1886049a808_88,5334002,2646,Kirchplatz
strassennamen.fid-25a4c101_1886049a808_89,5334002,2647,Kirchfeldstraße
strassennamen.fid-25a4c101_1886049a808_8a,5334002,2648,Kehrbrückstraße
strassennamen.fid-25a4c101_1886049a808_8b,5334002,2649,Krebsstraße
strassennamen.fid-25a4c101_1886049a808_8c,5334002,2650,Müselterweg
strassennamen.fid-25a4c101_1886049a808_8d,5334002,2651,Lindenstraße
strassennamen.fid-25a4c101_1886049a808_8e,5334002,2652,Marienstraße
strassennamen.fid-25a4c101_1886049a808_8f,5334002,2653,Markusstraße
strassennamen.fid-25a4c101_1886049a808_90,5334002,2654,Moritz-Braun-Straße
strassennamen.fid-25a4c101_1886049a808_91,5334002,2655,Cäcilienstraße
strassennamen.fid-25a4c101_1886049a808_92,5334002,2656,Nirmer Platz
strassennamen.fid-25a4c101_1886049a808_93,5334002,2657,Neuenhofstraße
strassennamen.fid-25a4c101_1886049a808_94,5334002,2658,Rödgerbachstraße
strassennamen.fid-25a4c101_1886049a808_95,5334002,2659,Nirmer Straße
strassennamen.fid-25a4c101_1886049a808_96,5334002,2661,Halfenstraße
strassennamen.fid-25a4c101_1886049a808_97,5334002,2662,Schlackstraße
strassennamen.fid-25a4c101_1886049a808_98,5334002,2663,Breitbendenstraße
strassennamen.fid-25a4c101_1886049a808_99,5334002,2664,Rödgener Straße
strassennamen.fid-25a4c101_1886049a808_9a,5334002,2666,Schilderstraße
strassennamen.fid-25a4c101_1886049a808_9b,5334002,2667,Kleebachstraße
strassennamen.fid-25a4c101_1886049a808_9c,5334002,2668,Schulstraße
strassennamen.fid-25a4c101_1886049a808_9d,5334002,2669,Severinstraße
strassennamen.fid-25a4c101_1886049a808_9e,5334002,2670,Stapperstraße
strassennamen.fid-25a4c101_1886049a808_9f,5334002,2671,Steinstraße
strassennamen.fid-25a4c101_1886049a808_a0,5334002,2672,Kirchweidweg
strassennamen.fid-25a4c101_1886049a808_a1,5334002,2673,Stollenweg
strassennamen.fid-25a4c101_1886049a808_a2,5334002,2674,Von-Coels-Straße
strassennamen.fid-25a4c101_1886049a808_a3,5334002,2675,Von-Stauffenberg-Straße
strassennamen.fid-25a4c101_1886049a808_a4,5334002,2676,Wamichstraße
strassennamen.fid-25a4c101_1886049a808_a5,5334002,2678,Suttnerstraße
strassennamen.fid-25a4c101_1886049a808_a6,5334002,2680,Brühlstraße
strassennamen.fid-25a4c101_1886049a808_a7,5334002,2685,Prunkweg
strassennamen.fid-25a4c101_1886049a808_a8,5334002,2690,Auf Trimpersfeld
strassennamen.fid-25a4c101_1886049a808_a9,5334002,2691,Kirchgässchen
strassennamen.fid-25a4c101_1886049a808_aa,5334002,2692,Scheidmühlenweg
strassennamen.fid-25a4c101_1886049a808_ab,5334002,2694,Johanneswinkel
strassennamen.fid-25a4c101_1886049a808_ac,5334002,2695,Schubertstraße
strassennamen.fid-25a4c101_1886049a808_ad,5334002,2696,Hahnweg
strassennamen.fid-25a4c101_1886049a808_ae,5334002,2697,Zieglerstraße
strassennamen.fid-25a4c101_1886049a808_af,5334002,2702,Am Brombeerhang
strassennamen.fid-25a4c101_1886049a808_b0,5334002,2703,Am Kreuz
strassennamen.fid-25a4c101_1886049a808_b1,5334002,2704,Am Schlossteich
strassennamen.fid-25a4c101_1886049a808_b2,5334002,2705,Am Schönauer Acker
strassennamen.fid-25a4c101_1886049a808_b3,5334002,2706,Schönauer Bach
strassennamen.fid-25a4c101_1886049a808_b4,5334002,2707,Am Schönauer Hang
strassennamen.fid-25a4c101_1886049a808_b5,5334002,2708,Am Sonnenlehen
strassennamen.fid-25a4c101_1886049a808_b6,5334002,2709,An der Vorburg
strassennamen.fid-25a4c101_1886049a808_b7,5334002,2710,Auf der Schönauer Höhe
strassennamen.fid-25a4c101_1886049a808_b8,5334002,2711,Amstelbachstraße
strassennamen.fid-25a4c101_1886049a808_b9,5334002,2712,Banker-Feld-Straße
strassennamen.fid-25a4c101_1886049a808_ba,5334002,2713,Berensberger Straße
strassennamen.fid-25a4c101_1886049a808_bb,5334002,2714,Berensberger Winkel
strassennamen.fid-25a4c101_1886049a808_bc,5334002,2715,Butzweide
strassennamen.fid-25a4c101_1886049a808_bd,5334002,2716,Fassinstraße
strassennamen.fid-25a4c101_1886049a808_be,5334002,2717,Freiherrenstraße
strassennamen.fid-25a4c101_1886049a808_bf,5334002,2718,Schreberstraße
strassennamen.fid-25a4c101_1886049a808_c0,5334002,2719,Gierstraße
strassennamen.fid-25a4c101_1886049a808_c1,5334002,2720,Pützdriesch
strassennamen.fid-25a4c101_1886049a808_c2,5334002,2721,Grünenthal
strassennamen.fid-25a4c101_1886049a808_c3,5334002,2722,Grünenthaler Straße
strassennamen.fid-25a4c101_1886049a808_c4,5334002,2723,Dellstraße
strassennamen.fid-25a4c101_1886049a808_c5,5334002,2724,Richtericher Straße
strassennamen.fid-25a4c101_1886049a808_c6,5334002,2725,Hander Weg
strassennamen.fid-25a4c101_1886049a808_c7,5334002,2726,Hasenwaldstraße
strassennamen.fid-25a4c101_1886049a808_c8,5334002,2727,Siebweg
strassennamen.fid-25a4c101_1886049a808_c9,5334002,2729,Elsenborn
strassennamen.fid-25a4c101_1886049a808_ca,5334002,2730,Horbacher Straße
strassennamen.fid-25a4c101_1886049a808_cb,5334002,2732,Im Erkfeld
strassennamen.fid-25a4c101_1886049a808_cc,5334002,2733,In der Heide
strassennamen.fid-25a4c101_1886049a808_cd,5334002,2734,In der Schönauer Aue
strassennamen.fid-25a4c101_1886049a808_ce,5334002,2735,Josef-Ponten-Straße
strassennamen.fid-25a4c101_1886049a808_cf,5334002,2738,Küppershofweg
strassennamen.fid-25a4c101_1886049a808_d0,5334002,2739,Tittardsfeld
strassennamen.fid-25a4c101_1886049a808_d1,5334002,2740,Martinusstraße
strassennamen.fid-25a4c101_1886049a808_d2,5334002,2741,Parkstraße
strassennamen.fid-25a4c101_1886049a808_d3,5334002,2742,Rathausplatz
strassennamen.fid-25a4c101_1886049a808_d4,5334002,2746,Schloss-Schönau-Straße
strassennamen.fid-25a4c101_1886049a808_d5,5334002,2747,Schönauer Allee
strassennamen.fid-25a4c101_1886049a808_d6,5334002,2748,Schönauer Pfad
strassennamen.fid-25a4c101_1886049a808_d7,5334002,2749,Uersfeld
strassennamen.fid-25a4c101_1886049a808_d8,5334002,2750,Vetschauer Weg
strassennamen.fid-25a4c101_1886049a808_d9,5334002,2751,Von-Broich-Straße
strassennamen.fid-25a4c101_1886049a808_da,5334002,2752,Weinhauser Weid
strassennamen.fid-25a4c101_1886049a808_db,5334002,2753,Weinweg
strassennamen.fid-25a4c101_1886049a808_dc,5334002,2754,Lehnsherrenstraße
strassennamen.fid-25a4c101_1886049a808_dd,5334002,2755,Bremenberg
strassennamen.fid-25a4c101_1886049a808_de,5334002,2756,Forsterheider Straße
strassennamen.fid-25a4c101_1886049a808_df,5334002,2757,Haus-Heyden-Straße
strassennamen.fid-25a4c101_1886049a808_e0,5334002,2760,Oberdorfstraße
strassennamen.fid-25a4c101_1886049a808_e1,5334002,2761,Rosenstraße
strassennamen.fid-25a4c101_1886049a808_e2,5334002,2762,Scherbstraße
strassennamen.fid-25a4c101_1886049a808_e3,5334002,2763,Katschenbruchstraße
strassennamen.fid-25a4c101_1886049a808_e4,5334002,2764,Wiesenweg
strassennamen.fid-25a4c101_1886049a808_e5,5334002,2765,Bückerhofer Weg
strassennamen.fid-25a4c101_1886049a808_e6,5334002,2766,Geuchter Weg
strassennamen.fid-25a4c101_1886049a808_e7,5334002,2773,Fischweiher
strassennamen.fid-25a4c101_1886049a808_e8,5334002,2774,Kohlweg
strassennamen.fid-25a4c101_1886049a808_e9,5334002,2775,Alter Heerler Weg
strassennamen.fid-25a4c101_1886049a808_ea,5334002,2776,Bocholtzer Weg
strassennamen.fid-25a4c101_1886049a808_eb,5334002,2777,Dicker-Busch-Weg
strassennamen.fid-25a4c101_1886049a808_ec,5334002,2778,Franzosenweg
strassennamen.fid-25a4c101_1886049a808_ed,5334002,2779,Frohnrather Feldweg
strassennamen.fid-25a4c101_1886049a808_ee,5334002,2780,Frohnrather Weg
strassennamen.fid-25a4c101_1886049a808_ef,5334002,2781,Geuchter Feldweg
strassennamen.fid-25a4c101_1886049a808_f0,5334002,2784,Heyder Feldweg
strassennamen.fid-25a4c101_1886049a808_f1,5334002,2785,Katzenpolsweg
strassennamen.fid-25a4c101_1886049a808_f2,5334002,2788,Pütz-Eich-Weg
strassennamen.fid-25a4c101_1886049a808_f3,5334002,2789,Schelmshager Weg
strassennamen.fid-25a4c101_1886049a808_f4,5334002,2790,Soreter Weg
strassennamen.fid-25a4c101_1886049a808_f5,5334002,2791,Steinkauler Weg
strassennamen.fid-25a4c101_1886049a808_f6,5334002,2792,Tute Patt
strassennamen.fid-25a4c101_1886049a808_f7,5334002,2793,Uersfelder Fußpfad
strassennamen.fid-25a4c101_1886049a808_f8,5334002,2795,Mühlenfeldweg
strassennamen.fid-25a4c101_1886049a808_f9,5334002,2797,Erkwiesenstraße
strassennamen.fid-25a4c101_1886049a808_fa,5334002,2801,Ahornweg
strassennamen.fid-25a4c101_1886049a808_fb,5334002,2802,Am Burgberg
strassennamen.fid-25a4c101_1886049a808_fc,5334002,2803,Am Haarberg
strassennamen.fid-25a4c101_1886049a808_fd,5334002,2804,Am Kaninsberg
strassennamen.fid-25a4c101_1886049a808_fe,5334002,2805,Am Mühlenteich
strassennamen.fid-25a4c101_1886049a808_ff,5334002,2806,Am Ravelsberg
strassennamen.fid-25a4c101_1886049a808_100,5334002,2807,Am Rosengarten
strassennamen.fid-25a4c101_1886049a808_101,5334002,2808,Auf Überhaaren
strassennamen.fid-25a4c101_1886049a808_102,5334002,2809,Haarener Gracht
strassennamen.fid-25a4c101_1886049a808_103,5334002,2810,Birkenweg
strassennamen.fid-25a4c101_1886049a808_104,5334002,2811,Buschfeldweg
strassennamen.fid-25a4c101_1886049a808_105,5334002,2812,Würselener Straße
strassennamen.fid-25a4c101_1886049a808_106,5334002,2813,Eichenstraße
strassennamen.fid-25a4c101_1886049a808_107,5334002,2814,Haarbachtalstraße
strassennamen.fid-25a4c101_1886049a808_108,5334002,2815,Eibenweg
strassennamen.fid-25a4c101_1886049a808_109,5334002,2816,Friedenstraße
strassennamen.fid-25a4c101_1886049a808_10a,5334002,2817,Hainbuchenweg
strassennamen.fid-25a4c101_1886049a808_10b,5334002,2818,Broichweidener Weg
strassennamen.fid-25a4c101_1886049a808_10c,5334002,2819,Alt-Haarener Straße
strassennamen.fid-25a4c101_1886049a808_10d,5334002,2820,Heidchenweg
strassennamen.fid-25a4c101_1886049a808_10e,5334002,2821,Heimstraße
strassennamen.fid-25a4c101_1886049a808_10f,5334002,2822,Hergelsmühlenweg
strassennamen.fid-25a4c101_1886049a808_110,5334002,2823,Burghöhenweg
strassennamen.fid-25a4c101_1886049a808_111,5334002,2824,Hofenburger Straße
strassennamen.fid-25a4c101_1886049a808_112,5334002,2825,In den Atzenbenden
strassennamen.fid-25a4c101_1886049a808_113,5334002,2826,Hofenbornstraße
strassennamen.fid-25a4c101_1886049a808_114,5334002,2827,Germanusstraße
strassennamen.fid-25a4c101_1886049a808_115,5334002,2828,Kirchweg
strassennamen.fid-25a4c101_1886049a808_116,5334002,2829,Kochstraße
strassennamen.fid-25a4c101_1886049a808_117,5334002,2830,Gärtnerstraße
strassennamen.fid-25a4c101_1886049a808_118,5334002,2831,Kreuzstraße
strassennamen.fid-25a4c101_1886049a808_119,5334002,2832,Laachgasse
strassennamen.fid-25a4c101_1886049a808_11a,5334002,2833,Lindenweg
strassennamen.fid-25a4c101_1886049a808_11b,5334002,2834,Bogenstraße
